frame,time,x_center,y_center
1,0,1022,401.5
2,0.0333333,1022.19999996032,401.300000039681
3,0.0666667,1022.39999992064,401.100000079361
4,0.1,1022.59999988096,400.900000119042
5,0.1333333,1022.79999984128,400.700000158722
6,0.1666667,1023,400.5
7,0.2,1023.08333333347,400.083333332668
8,0.2333333,1023.16666666693,399.666666665335
9,0.2666667,1023.2500000004,399.249999998003
10,0.3,1023.33333333387,398.833333330671
11,0.3333333,1023.41666666733,398.416666663339
12,0.3666667,1023.5,398
13,0.4,1023.64285716349,398.071428581747
14,0.4333333,1023.78571432699,398.142857163494
15,0.4666667,1023.92857149048,398.21428574524
16,0.5,1024.07142865397,398.285714326987
17,0.5333334,1024.21428581747,398.357142908734
18,0.5666666,1024.35714298096,398.428571490481
19,0.6,1024.5,398.5
20,0.6333333,1024.5,398.5
21,0.6666667,1024.5,398.5
22,0.7,1024.5,398.5
23,0.7333334,1024.5,398.5
24,0.7666667,1024.5,398.5
25,0.8,1024.5,398.5
26,0.8333333,1024.62500003145,398.37499996855
27,0.8666667,1024.7500000629,398.249999937101
28,0.9,1024.87500009435,398.124999905651
29,0.9333334,1025.0000001258,397.999999874201
30,0.9666666,1025.12500015725,397.874999842752
31,1,1025.2500001887,397.749999811302
32,1.0333333,1025.37500022015,397.624999779852
33,1.0666666,1025.5,397.5
34,1.1,1025.45000000992,397.699999960319
35,1.1333334,1025.40000001984,397.899999920639
36,1.1666667,1025.35000002976,398.099999880958
37,1.2,1025.30000003968,398.299999841278
38,1.2333333,1025.2500000496,398.499999801597
39,1.2666666,1025.20000005952,398.699999761917
40,1.3,1025.15000006944,398.899999722236
41,1.3333333,1025.10000007936,399.099999682556
42,1.3666667,1025.05000008928,399.299999642875
43,1.4,1025,399.5
44,1.4333334,1025.16666666693,399.444444444356
45,1.4666667,1025.33333333387,399.388888888711
46,1.5,1025.5000000008,399.333333333067
47,1.5333333,1025.66666666773,399.277777777423
48,1.5666666,1025.83333333466,399.222222221779
49,1.6,1026.0000000016,399.166666666134
50,1.6333333,1026.16666666853,399.11111111049
51,1.6666667,1026.33333333546,399.055555554846
52,1.7,1026.5,399
53,1.7333334,1026.66666666693,398.499999999201
54,1.7666666,1026.83333333387,397.999999998403
55,1.8,1027,397.5
56,1.8333333,1027.5000000008,396.999999999201
57,1.8666667,1028.0000000016,396.499999998403
58,1.9,1028.5,396
59,1.9333333,1028.79999994048,395.200000158722
60,1.9666666,1029.09999988096,394.400000317444
61,2,1029.39999982144,393.600000476166
62,2.0333334,1029.69999976192,392.800000634888
63,2.0666667,1030,392
64,2.1,1030.2500000629,391.249999811302
65,2.1333333,1030.5000001258,390.499999622604
66,2.1666667,1030.7500001887,389.749999433906
67,2.2,1031,389
68,2.2333333,1031.2499998754,388.375000311501
69,2.2666667,1031.4999997508,387.750000623003
70,2.3,1031.7499996262,387.125000934504
71,2.3333334,1032,386.5
72,2.3666667,1032.40000016064,385.799999718882
73,2.4,1032.80000032128,385.099999437763
74,2.4333333,1033.20000048192,384.399999156645
75,2.4666667,1033.60000064256,383.699998875527
76,2.5,1034,383
77,2.5333333,1034.69999986112,381.600000277764
78,2.5666667,1035.39999972224,380.200000555527
79,2.6,1036.09999958335,378.800000833291
80,2.6333333,1036.79999944447,377.400001111054
81,2.6666667,1037.5,376
82,2.7,1038.40000036144,374.599999437763
83,2.7333333,1039.30000072288,373.199998875527
84,2.7666667,1040.20000108431,371.79999831329
85,2.8,1041.10000144575,370.399997751053
86,2.8333333,1042,369
87,2.8666667,1042.5000001258,367.249999559704
88,2.9,1043.0000002516,365.499999119409
89,2.9333334,1043.5000003774,363.749998679113
90,2.9666666,1044,362
91,3,1044.9999995016,360.000000996805
92,3.0333333,1045.9999990032,358.000001993609
93,3.0666667,1046.99999850479,356.000002990414
94,3.1,1048,354
95,3.1333333,1049.16666666853,351.999999996805
96,3.1666666,1050.33333333706,349.99999999361
97,3.2,1051.5,348
98,3.2333333,1052.5000000016,346.499999997604
99,3.2666666,1053.50000000319,344.999999995208
100,3.3,1054.5,343.5
101,3.3333333,1055.5000000016,341.833333330671
102,3.3666666,1056.50000000319,340.166666661342
103,3.4,1057.5,338.5
104,3.4333334,1058.16666666773,336.999999997604
105,3.4666666,1058.83333333546,335.499999995208
106,3.5,1059.5,334
107,3.5333333,1060.0000000008,332.499999997604
108,3.5666667,1060.5000000016,330.999999995208
109,3.6,1061,329.5
110,3.6333334,1061.5000000008,328.33333333147
111,3.6666667,1062.0000000016,327.166666662939
112,3.7,1062.5,326
113,3.7333333,1063.4999998016,324.100000376965
114,3.7666667,1064.49999960319,322.20000075393
115,3.8,1065.49999940479,320.300001130894
116,3.8333333,1066.49999920639,318.400001507859
117,3.8666667,1067.5,316.5
118,3.9,1068.20000028112,314.999999397604
119,3.9333333,1068.90000056224,313.499998795207
